rating,review,date
5,JUST GOOD,2020-06-09
5,Haven't had a bad experience so far!,2022-06-05
5,Perfect!,2020-02-22
1,"This app could have not been designed more frustrating. It's like the designers of the app sit together and figure how to drive everyone using it completely insane. There is nothing you can find in a common familiar way, no filter gives you logical options to narrow down your search! Categories are wage... Impossible to locate anything... Stock availability never accurate, never gives you an option to see what is available... Ikea could not have done this worst... I truly hate this app.",2021-09-27
1,Horrible experience looks like the app was developed by amatures..,2022-07-01
5,) km,2023-07-04
5,De app is zeer gemakkelijk te gebruiken en alle info is beschikbaar.,2021-07-17
1,Now can't even look up items not available online...,2020-06-24
1,I live in Italy but I need it in English but the language settings won't change!!!!,2021-10-30
5,Was able to keep track of what was in stock and it helped the shipping experience run more smoothly.,2022-03-22
5,Brilliant,2021-12-31
5,Haven't been able to buy anything online but great simple app. Lots of stuff I want to buy.,2023-02-10
5,Easy to use this app,2021-07-02
5,Thank you IKEA!!!,2019-12-16
5,Great App,2022-12-19
1,"Nelze se přihlásit, při zadání hesla jsem vyhodnocen jako bot a zaslání jednorázového kódu nefunguje.",2024-02-29
1,login does not work (to me it looks like the process is linking to http instead of https and my browser is not happy because there is no redirect). no option to change the language. searching for stuff is harder than it should be. useless for me.,2021-12-15
5,"Thank you IKEA for making a simple, straight forward app. Don't know how you did it, but the UI design just feels so Ikea. Well done everyone.",2023-09-01
5,Neat Products & great UI,2023-09-22
5,Living in Rural WA the fact that this wonderful company will deliver to a drop off point in my town is just fabulous. Thank you Ikea for giving us this option 😀,2021-02-12
3,Tha app is too slow,2023-04-23
1,Scan does not work. Lost my shopping cart for no reason half way through the shop's maze. Had to backtrack for 30minutes. Useless...,2023-07-11
5,Easy to shop to make it more streamlined before a store visit. Avoid the maze!,2023-12-08
5,Easy,2020-03-22
5,Very user friendly. 😊,2021-06-08
5,super,2022-08-07
5,Easy to use and looks great!,2020-03-26
5,Easy to use app. Straight forward no hassle.,2020-06-10
5,I'm happy 🥰,2020-08-09
2,Totally useless for me. I'm trying to buy in Germany but I cannot select any other language than German,2020-10-18
5,Nice,2021-05-31
5,I like the new app. I love that the app is idea oriented where you can find ideas and solutions in the landing page. I open the app from time to time to get new ideas. Well done.,2020-07-12
5,Excellent,2022-05-20
5,very good helped me to decor of my room thank you.,2020-01-29
5,Good,2022-01-09
1,Pathetic app. Pathetic service. Pathetic return policy and process. Product quantity not so good. You will have to pay delivery and return charges which in my case was 500/- in total for a product worth 2000/-.,2022-01-27
4,Good selections,2022-03-12
5,IKEA. EXELENT,2019-12-13
4,Great app,2020-08-31
5,UI is awesome,2022-03-20
4,It's been nice.....but I ahve been looking for prkala for so long and they r out of stock it's been a little ng time.,2021-11-05
5,"Lako korisna, veoma pregledna, vise nju koristim nego desktop, preporuka!",2022-08-25
1,Couldn't use app in-store with out internet. Couldnt login into store WiFi with out password so no app for discount as forgot password. Checkout didn't recognize my email address as advised to get around this issue. Gave up. Tried using app outside. It had no UK option ? It looks like app no longer supported in UK. Installed different ikea app and tried to add my mobile number but app won't accept my number. So back to paper ikea card as app unreliable.,2021-06-03
2,Not able to open app. since update. It shows an error on screen when launching.,2023-02-15
5,Easy to use,2022-06-18
5,Quite easy to look around. My first time.,2021-02-28
5,"IKEA is fun, family-friendly and assembling IKEA furnitures are like puzzle family activities.",2022-07-29
4,I love IKEA...first time using the app; seems to be in working order.,2020-04-13
5,Very easy to use,2020-07-04
1,"Incredibly terrible app. Just waisted half an hour scanning and prepping the room. When all it does is let you place some basic furniture. No wallpaper, no ceiling lamps, no flooring, no curtains...nothing thats actually usueful. Additionally its got an eraser tool to delete stuff...it doesnt work at all.",2023-06-20
5,Easy to maneuver.,2022-03-09
4,"Navigation could be a little better, and it'd be nice if you could sort by dimensions on all objects (or at least all furniture)",2021-02-20
5,Very useful when you are trying to get highly solicited items.,2020-10-09
5,The new App is much better than the old one,2020-05-01
5,Gut. Die haben problemlos mein problem gelöst.,2020-10-10
4,"Excellent, efficient and useful.",2020-02-10
5,Im looking for small grey foot sofa,2020-04-10
1,"Your app doesn't have full information about size (a shelf unit is 50x50cm, but how deep is it?) I want to see the manuals or related items, but it doesn't have it. It's made to be pretty, but the interface sucks because anything I put in my basket, I'm doing so with blind faith that it may or may not be the right size that I'm estimating through the photos. Ugh.",2020-06-09
1,Terrible customer service in bangalore. Refund policy is priced and no refunds for damaged products. Products are overpriced!! Deliberately think before ordering!!!,2021-10-09
1,Worest service,2021-07-20
5,Great 👍,2023-04-20
5,Love it!!,2020-06-26
5,"Great when items are in stock, otherwise you dont know until checkout.",2022-09-25
5,Best,2019-12-13
2,"App is great, but it doesn't allow users to rate or like Ikea products or provide feedback. This is serious as users ended up in buying bad products. In my recent experience, it was a nightmare. Dont buy ikea beds unless you are fully sure or used it in past. I purchased a folding bed and it gave me sever back pain. Ikea on return of product unapologetically detucted 30% of sale price. I would never buy again from Ikea in beds section.",2021-07-03
5,Utmerket,2023-07-15
5,Prices are better than I originally thought. Great selections for everything.,2021-11-06
5,Good,2023-04-20
5,Great,2021-04-10
5,Furniture's good. Food's great.,2022-10-15
5,Good,2023-08-28
5,Easy to use,2021-03-19
5,Nice app with lot of products,2021-05-18
4,Nice,2022-01-09
1,"This app could be so helpful and a great reminder, like a never-ending shopping cart that you can call upon when you visit ikea. Instead, you have to login evrytime you use the app, and the password always has to be reset because the 1 password you use for everything is not recognised. There is inconsistent functionality and sometimes doesn't find items in the search function tool when you know its definitely still a stocked item. It's really no better than visiting the online store.",2021-05-08
1,It doesn't work on my Xiaomi phone. App downloads and opens. After that it's stuck and nothing happens.,2020-12-22
5,Good,2022-03-07
5,Easy to use. No crashing. Navigation is spot on,2020-08-28
5,👌👌👌👌👌👌👌👌👌👌👌🌹🌹🌹🌹,2021-10-31
2,"Echt heel irritant, de helft van de zoekfilters die je wel op desktop hebt zijn in de app ineens verdwenen waardoor je niks terug kunt vinden.",2021-03-11
1,"Seriously?? £55 for a kallax is very nice price, but £39 for delivery in 23 miles distance? No pickup options. What happened to Ikea?",2020-07-04
4,"Manchmal scrollt die App in Listen zufällig wieder zurück zum Anfang der Liste, was etwas störend ist. Aber ansonsten funktioniert die App einwandfrei und ist sehr benutzerfreundlich.",2022-01-30
1,It is not downloading only it is very bad app dont use this app customers ...🤬,2021-06-07
5,Great. It tells you exactly how many items are available at your local store and in which aisle you can find them. Also super easy to save items divided into rooms. Love it.,2021-11-04
5,"Helpful, easy to use, and pretty accurate. I love the suggestions they offer for items!",2021-11-26
1,"Can't log in, can't create a shopping list, Can't checkout without timeout errors, searching for items leads to a dead end (no results) versus their online website on a laptop. This application has been a disaster and I dearly miss the old app which was simple and void of bugs. :(",2021-01-11
5,It is actually a very good app it's been very easy to sign up and to manage the app.,2022-12-11
5,Excellent for all my shopping needs,2023-08-06
1,West app do not installation,2023-07-20
1,I can't log in to the app.,2022-05-31
1,"I did order a sofa but at the delivery they didn't wait for me to come from work to home (10 mn) i then received a text message to tell me that the customer service will contact me within 2 days, it's now 5 days and nobody contacted me, i'm still waiting for my order...",2021-02-02
5,Love it!,2021-10-04
2,Since the update the app won't open. Keeps saying something went wrong. I tried uninstalling & clearing cache. Still isn't working.,2021-03-25
5,"Easy to use, shows great delivery details where you can choose your dates and also see what's available in store and in stock 😀",2022-02-18
1,"I've mentioned this a few times via the feedback in the app, but support just keeps on ignoring me. So here goes one last time; the lists are not working properly! Since an update in October / November last year, whenever you add an item to a list, and you close the app and want to work on the list lateron, everything is gone. You have to start all over again building up that list. Can you guys please fix this? It's very frustrating. Thanks in advance.",2021-03-17
1,"Absolutely pathetic! It does not service to most famous pin codes in Hyderabad. It's been saying ""one or more items cannot be shipped to your location"". How am I supposed to use your service if you don't even provide any. This is really low from IKEA.",2021-12-21
4,"Grundsätzlich übersichtlich. Negativ: Waren werden in manchen Einrichtungshäusern als vorhanden angezeigt, können aber nicht zur Lieferung bestellt werden. Das ist sehr frustrierend, wenn man Möbel nicht bekommt, von denen man weiß, dass sie vorrätig sind.",2020-11-24
5,great!,2019-12-01
2,Not good,2021-12-26
1,Almost useless. No points or anything to benefit from. No delivery to Niagara region either,2022-09-11
5,A lot easier to use since last used the app,2023-10-17
4,I like the app most of all though the shipping process is not quiet satisfy enough.,2020-04-15
5,Great,2022-10-21
5,Great app. 👍,2022-03-04
5,"Great app. A lot of images, so I can imagine how products work in real life.",2022-03-22
5,Easy to order,2020-12-16
5,This it the way to shop,2020-01-01
1,"IKEA has ended its cooperation with TV Republika, so I will stop shopping at IKEA 🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️",2024-01-05
5,The best,2021-03-25
5,Nice bargain stuff but why no ikea in LUTON? Nearest is Milton Keynes 😡 IKEA IN LUTON PLEASE!,2019-12-23
5,"Fantastic clean, understandable and rapidly functioning app Highly recommended 💜",2022-02-18
5,I totally like that app. It's easy to navigate through it and you can save your favorites,2023-06-10
5,Very good app,2020-02-06
5,Excellent,2020-09-24
5,Good app,2021-08-24
5,Good,2021-12-23
5,Great app. Made my first purchase as a gift & listed someone else to pick this up in another state . I will definitely be doing more shopping.,2022-08-26
2,"Please start your delivery services in the major cities like Chennai, kolkata, Delhi as well",2021-09-27
5,Excellent,2022-05-10
1,"We have bought a Hemnes bed. The delivery, assembly and the bed itself have been paid for. The boxes delivered have numbers 1, 2, 3 and 3. The boxes that should have been delivered have numbers 1, 2, 3 and 4. We have waited for the bed to be assembled for two weeks and who knows how long we will have to wait for the right box to be delivered and for the bed to be assembled. Very, very poor service. Anyone who is looking for furniture should avoid this company.",2022-06-23
5,Very good app,2021-03-08
5,Nice app easy to use,2021-05-07
5,Amazing app and very helpful,2020-05-01
1,App won't let me log in. I click on the log in button put in my email and password the screen goes white for a few seconds after I hit enter after that I am back at the first screen to log in or register. Repeated that bs five times restarted the app etc. nothing works amazing 10/10,2022-12-12
5,Tack så jättemycket för allt,2021-12-04
5,Easy to use,2021-12-08
1,More Singapore people use this app.,2023-04-12
5,Its really easy I like it,2022-04-02
5,"As an expat living in Poland, I think it would be quite useful to be able to switch in English in the app while retaining your location in Poland. Currently the app for Poland is available only in Polish. Of course, it's beneficial when I try to learn Polish 😂. Nevertheless, I think there should be a second option as well. Other than that, the app is great.",2023-07-27
5,"The app is very fast to load and always handy when you need it. I especially like the wishlist feature. During the day whenever I want to add something for my next Ikea visit, the app allows me to quickly search for it and it to a list, fast! It saves a lot of time and eventually makes decision making also easier. It is also possible to create multiple lists which is especially useful when prioritizing and organizing the items.",2022-09-11
4,Great experience without a single ad and no bugs or image quality problems like other apps. 👍💯❤️ Power animations and used only where necessary that gives premium experience.,2022-08-19
5,Great app!!,2022-10-21
5,Easy to use and clear prices and affordable postage,2021-08-12
4,"Item I wanted was no longer available in store, but after a few days, I was able to order it via the app and collect in another place... (future order)... might not have it now, but as it's something I really liked, I'll wait for it to arrive.",2020-09-08
1,Nightmare to navigate,2021-03-27
5,❤️,2023-10-15
5,Superb,2021-02-11
5,Nicely done,2021-02-16
5,I love ikea/so many great stuff for my house,2024-01-01
2,Very difficult to navigate. Can't even find the fabrics category!,2020-05-23
1,This is a very bad service. You can't track your orders. I haven't received the product and it's 20 days I have been following up. Customer care is of no use they will say we will update you in next 48 hrs and now I am not even able to connect,2021-09-14
5,Easy to navigate,2021-01-31
5,I like the wish lists option. I am creating different rooms and themes. Will try it at the weekend and see how I am able to stick to the lists.,2023-09-22
1,"Bogus app! Does not even show the placed orders under purchase section, doesn't pick your addres from profile while placing order and asks for preferred delivery date with only one option. This app is sad.",2022-07-16
5,Good and first and practical,2022-04-14
5,Easy and fun,2020-09-21
1,Doesnt work properly,2020-11-26
1,Impossible to search for items - the only way to find anything is if it comes up in one of the dressed rooms or as a recommended item. Infuriating to use.,2023-12-31
1,"Terrible! I was forced to install this new app but it is impossible to log in. My email and password are right, but the app keeps saying it's wrong. Pathetic. Will I need to change my password, even I'm having sure it is right. I know that because when I tried to change it, the site warned me to not repeat passwords!!! And I only had ONE password. So, if it is the same before, why can't I log in? Ps: I could log into my account, on the site, on my laptop. The problem is with the app.",2020-05-10
1,"Can't login to my IKEA account. Both options, mobile and email are not working.",2021-05-15
5,So far so good,2020-08-22
2,"Bad design, confused navigation,need too much scroll to see description, no choice to select measurement in CM or inch..while products are great..",2022-12-26
5,Useful and great overview. Love it. Made my life much easier.,2020-08-25
1,At the billing(Hyderabad) Rinky (counter number 6) 1st July 2022 is rude with me. If you are really that much hurry just sell peanuts.,2022-07-01
5,"Easy to order, pickup and go!",2021-09-18
5,App is very useful,2022-03-29
3,1. While scrolling a bit the app becomes laggy and slow. 2. Order tracking doesn't work at all in the app because after placing order it instantly shows 'order delivered' and it's really confusing! 3. Sometimes a little long scrolling refresh the page and brings to the top of the search automatically. 4. An option to add review through the app would be great. Thanks.,2022-03-02
1,"All I want to know is the stock status at my local ikea, placement of the products and the ability to make a shopping list before I go to my local store. The new app lacks all of these old features as far as I can see which makes it worthless for me. Forced to use your website instead which is a big step back.",2021-01-27
1,"Nottingham: Used scan and go all the way round. When we got to the tills the scan and go tills were roped off, we had to queue up for a normal till. Waste of time",2023-08-06
4,Decent products. Not great but theek hai types. Also they start really cheap but charge a lot on the good ones. Request to pls reduce prices of your top products by 30-40% which seems to be reasonable enough for the amount of furniture being given!,2022-04-21
1,"No delivery or no stock, no indication of when stock levels will be replenished",2021-10-10
1,sucks a$$ !!! Older app was better. Whoever made this app must be hired by Amazon to sabotage ikea.,2020-12-24
1,I could not change my zip code for shipping.,2021-10-24
1,"This app is only good as a catalogue, it never finalises purchases and just dumps it all back into the basket.",2021-09-16
1,"Hi, I want to know the status of my refund for my order which was placed on 28th August 2022 and also kindly share the acknowledgement of the same to me ASAP it's been more than a 15 days. Customer service response is not clear what is the and keep me on hold for 5-10 mins. Really not at all happy with the customer service.",2022-09-17
1,"Przy każdej próbie logowania otrzymuję komunikat ""not found"". Przez stronę działa bez zarzutów. Edit. Aktualizacja. Teraz już inny błąd. Podczas logowania się PRZEZ APLIKACJĘ, wyskakuje komunikat: ""Twoja przeglądarka nie jest obecnie obsługiwana. Nie martw się, da się to naprawić."" Kabaret.",2021-12-12
5,Very user friendly,2022-04-11
5,Love shopping with the IKEA app.,2020-05-16
5,I've loved Ikea since the first time I had their Swedish meatballs 🤩,2022-11-01
5,Nice app: organized and easy to use.,2021-05-05
5,Amazing!,2020-03-30
4,"Good quality furnitures, easily assemble also affordable.",2023-03-14
1,"According to what happend withe today i think it will be the last time i order something from ikea. The delivery time was late and the the bed was damaged, also a lot of scrwes to install a bed i think you should chang the way of making beds, because not all people are handymen or carpenters to assemble this huge amount of screws",2023-09-16
4,Aplikacija super radi. Mana je sto ne prikazuje mjesecne i tjedne ponude.,2021-07-03
5,Like it! Absolutely user friendly,2020-08-09
5,Love it,2021-08-29
5,Easy to navigate to find what your looking for plus able to find wonderful gifts.,2020-11-03
4,Give me some time to get to know the application,2022-09-03
4,"Missing some features maybe. Checkout does not have a pick up option,? only asks about delivery. And I can't find on mobile where I can set up alerts for when items are in stock.",2022-02-07
5,Great app. Easy to use ... Easy to spend A LOT of money. Lol. Recommend for sure.,2020-06-16
1,"Missing order tracking and order number, detailed profile, primary and secondary shipping address. Better use the web instead of this app.",2020-07-19
1,Last version was better,2020-05-09
5,Easy to use,2022-10-22
5,Easy to use and just like the webpage,2021-04-27
5,Much better than the old app,2021-03-04
5,Easy to search items you are I terested in and add them to a fave. Easy to see where to go to find an available item in the store as well.,2022-09-02
1,"Bad user experience while checking out and choosing home delivery! You get redirected to a Amped page, which charges you a minimum Rs. 199 or more depending on weight and promises delivery after a whole month!",2021-05-25
5,Good,2021-08-29
3,"Family Card not sure you can add your existing card number to the app. So I went into setup Family Card option reviewed data and selected Finish, it then setup a new card within the app. The Norwich store is still treated as if it does not exist very strange.",2020-03-07
5,The Ikea app gives me the pleasure of browsing the store (arguably the best part of the Ikea shopping experience) in the comfort of my own home. It's sleek and intuitive with its design. I could spend hours just browsing through their collections for ideas.,2022-02-21
1,Always Crashing..,2020-04-23
3,Haven't haven't ever placed an order but I am very interested in storage solutions so many in the future. Has great selection and hope that it supports Canadian customers :),2021-02-28
5,Nice and clean interface,2020-05-08
4,Very easy to,2021-06-14
5,"I use this more than I expected to - better after the update and very handy while in a store, shopping.",2022-10-24
4,Every now and then the app won't show previous purchases. A day or 3 later they'll pop up again. Frustrating when I'm trying to remember if I've ordered something or not.,2021-05-31
5,I love this place go wild in the isles,2020-02-04
5,Amazing! Putting together a list for my apartment!,2022-12-12
5,Good Product....I'm very Happy to see their.... Quality also Very Good,2021-11-24
5,Perfect,2020-01-08
1,"If there's an issue with the order it's very hard to contact customer service, on the opposite of other retailers with an app, usually it's very easy to contact them on a faulty order, even when I called for 30 minutes with no response, and on the social they it's been two days with no response Last time I use this app or purchase online from IKEA",2022-09-16
1,"Cannot sign in to app for saved personalised features. App opens website to sign in, and website sign-in doesn't function. App is useless to me if I can't save personal info, favourites, past purchases, etc, and have to go to the website everytime anyway.",2021-03-18
4,I loved!!!,2022-06-15
5,Lit my creation room is going to be so f awesome,2023-03-16
5,"Amazing, love it.",2022-03-13
5,So easy to use!,2022-07-29
3,Its just okay for me. I can still scan through items and look at details but I used the old app to see when things were supposed to be in stock again and the new app just says it's out of stock without saying when to expect it back. I'm still using the old app while it works since the stock dates are still there.,2020-12-12
5,Straightforward app. Very easy to use. Very well illustrated; excellent stats and descriptions.,2020-02-01
5,Great app very easy to use👍,2021-04-16
5,Great App and easy to use.,2023-11-18
5,The best store for all kind of things,2020-05-30
1,"No use at all. Products are so expensive, you will get Products in almost half rate in market.",2022-04-02
5,Great app 👍👌,2022-07-06
4,Very easy to use,2021-03-03
4,Good,2022-05-25
5,Works,2023-11-22
5,"Handig, vast ideeën opdoen en lijstjes maken!",2021-11-13
4,Getting better,2021-01-18
1,Can't get anything to work with this app,2023-12-06
5,Working very good 👍 But cash on delivery option is not available please allow this option,2023-08-04
1,"Won't allow login to account. Tells me 'your browser is not supported, please use Chrome'. Ummmm...it's your app guys... Fail.",2023-03-19
5,Easy to use.,2020-07-20
1,"i had things saved & i cant log on,even when i made a new account.Why when u log in it says ""Hej"" ?? do u mean.. ""hey"" hey is the correct spelling,Ikea doesnt know how 2 spell? its no wonder accounts are messed up lol is this gona take 30yrs 2 fix or do i need 2 shop elsewhere... ? VERY ANNOYED & ABOUT 2 UNINSTALL",2023-01-23
5,Love this app!!,2020-01-14
1,Trash,2023-07-23
5,Works for me!,2022-09-03
1,Unable to add anything in cart is there any issue?,2021-08-19
5,"good, good quality, beautiful furniture",2020-11-26
4,"Great, for building shopping lists in advance",2020-08-27
5,how use members family card when shopping online?,2019-12-28
5,Amazing app. Like the wish list/shopping list options.,2021-11-25
5,Very good app. I like it a lot,2023-09-21
1,Too hard to use andveryconfess????,2020-11-26
3,I know there is a way to get it to email you when something comes back in stock but I cannot find it. There should be a simple button!,2022-01-26
5,Great app Ikea!,2020-01-02
5,Easy to use and easy on the eye. Great app,2020-01-05
5,"Love scan and go. Not the same as in Sam's club, but better than Costco.",2023-11-05
3,High price..,2022-02-20
5,I love ikea,2021-05-08
1,"Hard to navigate,. Looks very limited. No mentions of sales. Got an email for annual winter sale, no mention of this in the app. Go to the store to be inspired not the app. The app was good for getting things I knew I wanted. Now it is not worth the hassle of finding it. Just makes the whole ikea experience a pain. Putting stuff together is no longer the hard part of ikea. To just throw out an app that works well for something with less functionality for a new look is kind of dumb.",2020-12-26
2,Please bring back the ability to to narrow categories like the old app!,2021-04-08
4,Pratica e facile da usare,2021-04-21
5,Fun!,2022-03-26
2,Cant give a star rating yet bc I havent used the site yet,2021-04-12
5,"Ease of use. Self explanatory. Measurements, the lot. What else is needed? Choice is fantastic.",2020-07-24
5,Awesome app!,2023-09-10
1,Poor communication si available in store ou livraison !!! Now estimated date of delivery piss poor !!,2022-01-06
5,Huge range of regular & unique products and design!! Also quality of packing and delivery is top class!! Thank you IKEA👍👍,2021-11-03
2,"Mizerná a nepřehledná aplikace umocněná nynější situací, kdy IKEA nemá 2/3 věcí skladem, ale zobrazovat pouze nákladněné věci nelze - appka zobrazí všechno zboží, člověk musí kliknout na detail a teprve tam se dozví, že to vlastně nejde koupit. Obchod jako takový mám rád, ale eshop i aplikace jsou opravdu ostudné pro tak velkou firmu.",2021-11-17
1,"A really bad app, it blocked all other apps on my Google pixel 7 phone and the only way I could shut it down was by restarting my phone. So now deleting the app.",2024-03-30
5,Pratique.,2022-08-09
1,The app doesn't seem to work. It keeps saying that i need to connect to network when not only my cellphone was connected to data but to wifi too.,2021-09-23
5,"Muito útil para consulta, fazer lista de favoritos e futura compra. Até calcula o preço total de cada lista. Recomendo",2022-07-31
5,Excellent app . Since moving into a new house my ikea app is probably being over used !,2022-10-22
4,"Nice app. All prices have increased since the ""excuse"" of the last couple years. Shipping is ridiculous and most things are out of stock in store. Things used to be so much better in life, before the agenda.",2022-04-30
1,"App is not working. Installed, logged inn added the products and not do check out. Its 3rd time i am trying with same problem. Fix and test the app first. Design it needs to be easier for each user",2022-01-22
1,"If you're going to allow online purchases during covid, you need to make available your customer service. I've received faulty parts and can't do anything to fix this. Absolutely unacceptable.",2020-04-27
4,Nice,2021-02-19
5,Fast and Easy to use. Practical just as Ikea is,2021-06-18
5,"Easy to use, easy to order",2021-07-04
5,Easy to use. Work properly,2023-07-23
3,The app is perfect. Unfortunately the people in Anagnina Roma store were extremely stressed and the experience was unpleasant. I had the feeling to be very unwelcomed.,2023-11-19
1,when we cant buy thing online in whole india from ikea .....then its of no use ... go back to us,2022-05-10
5,👌😀🖖👏🎉,2022-03-26
5,"Pure delight!!! App experience is as smooth as in-store! As I said it's a pure delight to use this app since, it's honest to what they are selling. In love with it.",2023-09-16
3,"Good design, but when I search sth, it doesn't show results and goes blank",2020-03-24
1,"Worst furniture store in India. Zero transparency. Zero accountability. Zero assistance. If you're(IKEA) trying to copy Amazon with respect to delivery, atleast have a track of where the product is and when it will be delivered. Fooling the customer by changing and delaying delivery date(20 days) repeatedly. Only a ""helpline"" number whose receiver can do nothing but say ""We are very Sorry Sir"". The staff at the shop are illiterate people who can't even give details about the delivery process.",2021-08-24
1,"Need to register and login in order to use the Family Card. You have already enough data. Why do you need an email?? In these terms, the older app was better.",2020-07-03
5,Easy to use and I use this app to check daily products availability that I am interested in purchasing but has been out of stock. I have found this to be an accurate count even showing what time it was last updated. As a matter of fact that's how I got a set of bookcases that I've been waiting almost 3 weeks to get. I was able to get to the store that morning after I checked availability and they were fully stocked!,2021-05-31
1,"What's the point of having an online experience if there's no availability of delivery services. Except for some major metropolitan cities in India, none of the other cities can shop. Those metropolitan cities already have the stores! Now an addition of an app. Just to them? Are we dumb in other cities? What's the point of this app then?",2021-08-11
5,Great app to have,2020-07-27
1,I cant even login to my accout. From web is ok but from app is impossible,2022-02-17
3,"Almost everything is good, but app is very slow. Upgrade servers please.",2020-12-07
1,"I do not understand why a brand like IKEA doesn't deliver to atleast all the major Indian cities, states and the bloody capital 🤔",2021-05-27
3,"Not sure if I'm just missing it, but I can't seem to find in the app a way to change preferences for items that have measurements. Everything, like window treatments, are shown in metric measurements. It would be nice if I could choose imperial measurement, so I don't have to convert every measurement first. I know, I know, metric is the way to go, but can't we be open to both? 😉",2022-11-10
5,Airbnb is for many suck as.,2022-01-22
5,First time using it and it has worked. Easy to navigate. I got to buy what I wanted,2020-12-26
5,Good app for searching stuff up.,2022-08-21
5,Superb,2021-09-30
5,Quick and easy,2021-04-21
3,"Laut Homepage, kann man in der App seine Family Card hinterlegen. Ich finde in der App aber keine Möglichkeit dazu... Ich kann mich bei Family registrieren, aber irgendwie nicht anmelden/ meine Karte hinterlegen.",2020-10-05
5,"A very fast and smooth app, highly recommended of you are searchong for hime furniture",2023-02-12
5,"First time, I ordered and 1/3 bookshelves was damaged. Let them know and got quick response to have it replaced. Only thing I hope they better is the website, I don't understand why it displays items out of stock in my store (or nearby ones).",2021-08-13
5,Pretty gooood,2023-11-27
5,Good job,2022-09-08
5,very useful app,2021-09-06
4,Good trying to discover,2021-10-04
5,"Po ostatniej aktualizacji, nie można ściągać instrukcji montażu produktów",2021-03-23
5,Great app,2021-03-10
5,Easy and so much choice 🙂,2021-02-13
5,Great,2020-12-15
2,Gave up during sign up as it reverted to the previous screen when I changed tabs to check the OTP.,2023-10-01
1,"Usually it doesn't even load, which is awful because I love the store and I really wanted to check the products at home via the app",2023-05-29
1,"Den enda delen jag var intresserad av, att planera ett rum, fungerar inte på enheten. Istället får man en länk som leder till webbsidan som säger att man ska använda appen.",2024-02-24
5,Convenient & easy!!!,2021-01-18
1,Can't place online order for Hyderabad location even though the IKEA store is just few kilometres away,2022-08-14
2,The ones in lower range are made in China. The furniture are made of plywoods but they have a trendy name for it.,2023-03-14
5,"Omg one of my favourite shops easy to navigate easy to use.instore at balymun they recently updated the layout a bit, found it confusing as it is a maze but follow the arrows it's a huge and wear comfy trainers and warm clothes a must visit cafe some lovely food always and tea and coffee and they no cater for the vegetarians",2022-04-09
5,I love ikea . And the app it's friendly to see and check out in the store,2021-02-25
5,Good,2022-04-29
1,"Bad app, not so user-friendly",2022-09-17
2,App lost an entire list of items I had saved.,2023-02-02
1,Location not working,2021-10-18
1,"The app doesn't open anymore. I've uninstalled, reinstalled, restarted, but nothing.",2023-11-20
5,"I like the my favorites feature where you can make different categories and add items to your list. It helps me to remember what I need. Sometimes I name the list by rooms and list what I need in that room. Sometimes I name the list by type of item ex: lamps, dressers or mirrors and sometimes I name it by brand ex: Malm, Besta, Billy, or Pax. Either way it keeps me organized and I can remember everything I need.",2021-05-21
5,Love them!!!!,2021-09-01
1,App is broken. I just downloaded the app and it won't even load far enough to let me select a region. It just keeps giving me a retry button.,2023-02-15
5,Have everyone I need with good price,2020-03-08
1,Absolute joke this company. Would have been easier growing a tree and building the furniture myself,2020-11-25
5,"Very accurate with inventory, most accurate & helpful app for shopping. Scanner is great feature. Having Ikea card stored, also great.",2022-06-28
5,Good competitive price,2022-07-08
5,Excellent App. Perfect and efficient retrieval of products from the stock database.,2019-11-25
1,My pincode is in the deliverable area and I was trying to buy online since few weeks but it again and again asking me to contact support. This app is making Ikea to miss many of the customers like me. This is a major revenue leakage to Ikea. Please work on it at the earliest.,2021-07-27
5,Thank you,2022-08-18
5,Very easy to use. Love it,2023-08-22
5,Very simple and fast process,2020-01-31
4,"The app helps you make your final decisions before going into the store. Just a real help, just call before going in the store to make sure your item is in stores and not just on line.",2024-02-17
4,Great app,2020-07-06
5,Love that I can save what I would like in my new kitchen.,2021-12-06
5,"👍Easy to navigate website brings IKEA store into your home, which online shopping's Supposed to do, but IKEA does Really well.❤️how you can easily create/name/rename various Wishlists, to easily track Fave Items across different store sections, without everything getting hopelessly confused - Makes planning future purchases a breeze. Just finished shopping today - Already planning out my next Two shopping trips! Love IKEA ... And the Swedish Meatballs! 🥰",2023-10-22
5,Good,2020-01-02
5,Easy to use and search for items!,2023-11-12
1,No login or signup happens & no availability of product,2024-01-26
4,Good,2022-06-25
4,"I find it's hard to find what you're searching for in the search, otherwise fine.",2019-12-26
5,Odlična i praktična,2023-08-07
5,Addicted to ikea love the app,2022-06-23
3,Make IKEA-FINLAND app also available in English. Otherwise non-Finnish speaking people cannot use it effectively.,2023-08-05
5,Easy to use,2022-12-05
2,"Since the most recent update the app has deleted all of my saved items, which is frustrating as I was using it as a shipping list. All the items that have been deleted are also no longer on the app at all, with no ""out of stock"" notification or anything. Good app otherwise, just don't know why this has happened",2020-06-25
5,So far so good! User friendly app.,2021-03-10
4,Its great.,2020-12-05
4,"This app (so far) is a vast improvement over the previous disaster. Giving 4 out of 5 stars because I just Installed it. So far, so good.",2021-01-30
5,Wonderful,2022-02-05
